"","UNITID","C150_4_WHITE","C150_4_ASIAN","C150_4_BLACK","C150_4_HISP","UGDS_WHITE","UGDS_BLACK","UGDS_ASIAN","UGDS_HISP","COMPL_RPY_3YR_RT","COMPL_RPY_5YR_RT","COMPL_RPY_7YR_RT","ADM_RATE","RET_FT4","NPT4_PRIV","NPT4_PUB","DEBT_MDN","PCTPELL","MD_EARN_WNE_P10","MD_EARN_WNE_P6","MD_EARN_WNE_P8"
"1475",158440,NA,NA,NA,NA,0.1,0.75,0,0.15,"0.2875","PrivacySuppressed",NA,NA,NA,8962,NA,"4469.5",0.9563,"25800","21700","21200"
"1476",158477,0.5198,1,0.5217,0.3636,0.6807,0.1533,0.0347,0.0602,"0.8955223881","PrivacySuppressed","PrivacySuppressed",0.6567,0.8031,21734,NA,"18304",0.3515,"40400","30600","38200"
"1477",158538,NA,NA,NA,NA,0.4762,0.2381,0.2857,0,NA,NA,NA,NA,NA,3888,NA,"PrivacySuppressed",0.7115,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"1478",158617,NA,NA,NA,NA,0.3827,0.4198,0.0494,0.1086,"0.2409448819","0.2524271845","0.3907103825",NA,NA,14322,NA,"6166.5",0.494,"21400","22300","24100"
"1479",158644,NA,NA,NA,NA,0.4186,0.4884,0.0233,0.0465,"0.4782608696","PrivacySuppressed","PrivacySuppressed",NA,NA,19158,NA,"5500",0.3495,"15500","15700","16000"
"1480",158662,NA,NA,NA,NA,0.3284,0.4557,0.0295,0.0868,"0.7346938776","0.7795275591","0.8491620112",NA,NA,NA,7787,"8093",0.5625,"27600","24700","25800"
"1481",158723,NA,NA,NA,NA,0.375,0.3221,0,0.0048,"0.4693877551","0.4064171123","0.601010101",NA,NA,18341,NA,"10374",0.8643,"17800","17600","16300"
"1482",158778,NA,NA,NA,NA,0.4722,0.5278,0,0,NA,NA,NA,NA,NA,8900,NA,"PrivacySuppressed",0.9571,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"1483",158787,NA,NA,NA,NA,0.8313,0.0964,0.0241,0.0361,"PrivacySuppressed","PrivacySuppressed",NA,NA,NA,8639,NA,"5000",0.4338,"PrivacySuppressed","PrivacySuppressed","14000"
"1484",158802,1,NA,0.3653,1,0.0033,0.9233,0,0.005,"0.7065217391","0.7943262411","0.8176100629",0.4059,0.75,15138,NA,"26527",0.7422,"32800","23700","28800"
"1485",158884,NA,NA,NA,NA,0.3532,0.5119,0.0256,0.0476,"0.725","PrivacySuppressed","0.6031746032",NA,NA,NA,8880,"3500",0.4828,"24200","24700","25700"
"1486",159009,0.4286,NA,0.3246,0.75,0.0148,0.9068,0.002,0.0094,"0.4963235294","0.6165803109","0.669365722",0.4395,0.6805,NA,14656,"24012.5",0.7824,"28400","20000","23800"
"1487",159027,NA,NA,NA,NA,0.6731,0.2885,0.0385,0,"0.5950413223","0.597826087","0.5826771654",NA,NA,12924,NA,"9500",0.6349,"15300","16100","17600"
"1488",159197,NA,NA,NA,NA,0.5036,0.453,0.0087,0.0072,"0.7362110312","0.6819484241","0.7399267399",NA,NA,18438,NA,"12653",0.6262,"46100","38400","48800"
"1489",159319,NA,NA,NA,NA,0.4286,0.4762,0.0952,0,NA,NA,NA,NA,NA,2454,NA,"PrivacySuppressed",0.7547,"16300","PrivacySuppressed","14300"
"1490",159328,NA,NA,NA,NA,0.5976,0.2073,0.0122,0.1341,NA,NA,NA,NA,NA,8571,NA,"PrivacySuppressed",0.5714,"15200","17100","17600"
"1491",159373,NA,NA,NA,NA,0.7398,0.1207,0.0681,0.0604,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,NA,NA,"15000",0.2306,"63700","58200","61200"
"1492",159382,0.2046,0,0.1724,0.2,0.717,0.1702,0.0125,0.0468,"0.7971830986","0.7613293051","0.8165467626",0.5455,0.6419,NA,10088,"7750",0.3971,"32200","26400","28300"
"1493",159391,0.6797,0.6821,0.6009,0.6667,0.7415,0.1145,0.0384,0.0572,"0.9376199616","0.9490464839","0.9511138614",0.7663,0.8463,NA,11958,"13258",0.2013,"45800","37500","42700"
"1494",159407,NA,NA,NA,NA,0.6663,0.2743,0.0037,0.0191,"0.7266666667","0.7368421053","0.8101851852",NA,NA,NA,7884,"6500",0.4299,"31000","26000","28100"
"1495",159416,0.3514,0.25,0.2267,0.2222,0.5917,0.2258,0.0186,0.0409,"0.7920604915","0.8044354839","0.834605598",0.7667,0.6617,NA,7717,"11745",0.3187,"35800","29700","32200"
"1496",159513,NA,NA,NA,NA,0.4619,0.5381,0,0,"0.7025316456","0.7659574468","0.848",NA,NA,19513,NA,"9833",0.6783,"16100","19900","20700"
"1497",159522,NA,NA,NA,NA,0.9451,0.0549,0,0,"0.8245614035","0.8461538462","0.8316831683",NA,NA,13648,NA,"7916",0.7511,"17700","18100","17500"
"1498",159531,NA,NA,NA,NA,0,0.2632,0,0,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,12648,NA,"3500",0.5574,"13700","14500","PrivacySuppressed"
"1499",159568,0.5145,0,0.3158,0.3333,0.6614,0.2194,0.0073,0.0261,"0.9144385027","0.9106145251","PrivacySuppressed",0.6106,0.5434,12925,NA,"12000",0.4319,"39100","34600","37100"
"1500",159601,NA,NA,NA,NA,0.375,0.625,0,0,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,9209,NA,"3500",0.8966,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"1501",159647,0.5519,0.7778,0.4217,0.4828,0.705,0.1432,0.0099,0.0122,"0.9117402165","0.9061976549","0.9272281276",0.6503,0.7985,NA,9514,"13125",0.2148,"40700","32800","37400"
"1502",159656,0.6266,0.7143,0.5155,0.6164,0.5095,0.1613,0.0362,0.1595,"0.9312638581","0.9508506616","0.9411764706",0.9025,0.7952,24771,NA,"19218",0.3072,"43300","31600","39800"
"1503",159717,0.439,0.3636,0.2948,0.3333,0.7038,0.1851,0.0153,0.0255,"0.8550863724","0.8763297872","0.8790849673",0.7527,0.6975,NA,9370,"11000",0.3608,"36200","31200","32700"
"1504",159939,0.3251,0.3736,0.2478,0.3218,0.5531,0.1593,0.0837,0.1023,"0.8700999231","0.8680851064","0.9065238559",0.4357,0.6912,NA,8409,"10916",0.3298,"38200","28300","32100"
"1505",159966,0.4332,0.4167,0.2845,0.4783,0.6739,0.201,0.0118,0.0334,"0.8703898841","0.9189189189","0.9017681729",0.8837,0.6928,NA,10195,"11000",0.3886,"35000","31100","32900"
"1506",159993,0.428,0.5,0.3389,0.5263,0.6284,0.2599,0.0169,0.0235,"0.8569206843","0.8709677419","0.871627907",0.7722,0.7026,NA,8920,"11408.5",0.3994,"36600","28900","33400"
"1507",160010,NA,NA,NA,NA,0.4477,0.4499,0.0027,0.0443,NA,NA,NA,NA,NA,NA,6445,"PrivacySuppressed",0.3779,NA,NA,NA
"1508",160029,NA,NA,NA,NA,0.6667,0.1667,0,0,"PrivacySuppressed",NA,"PrivacySuppressed",NA,NA,NA,NA,"PrivacySuppressed",NA,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"1509",160038,0.3946,0.4,0.3562,0.3636,0.5513,0.3011,0.0066,0.0502,"0.8194630872","0.7950219619","0.8382352941",0.7298,0.6843,NA,11446,"12500",0.4049,"33900","29200","29700"
"1510",160065,0.3559,0.3333,0.125,0,0.5071,0.2459,0.0461,0.0709,"0.8921568627","0.8950617284","PrivacySuppressed",0.5618,0.7222,10131,NA,"15428.5",0.5381,"40200","40200","36500"
"1511",160074,0.3281,0.6667,0.1875,0.5,0.6718,0.2186,0.0348,0.0438,"PrivacySuppressed","0.9011406844","0.9031476998",0.726,0.5234,18950,NA,"15833",0.3605,"43700","41400","42800"
"1512",160117,NA,NA,NA,NA,0.375,0.375,0.0625,0,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,9192,NA,"3058",0.8868,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"1513",160126,NA,NA,NA,NA,0.0244,0.9756,0,0,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,13887,NA,"PrivacySuppressed",0.775,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"1514",160135,NA,NA,NA,NA,0.2571,0.1429,0,0,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,9034,NA,"6450",0.6,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"1515",160199,NA,NA,NA,NA,0.88,0.0533,0.0133,0.0533,NA,NA,NA,NA,NA,8615,NA,"PrivacySuppressed",0.7128,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"1516",160320,NA,NA,NA,NA,0.6824,0.2735,0.017,0.0271,"0.775862069","0.7278562259","0.786963434",NA,NA,19597,NA,"9500",0.8048,"17700","21800","19800"
"1517",160409,1,NA,NA,1,0.6587,0.0159,0.0794,0.2222,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,0.8889,26401,NA,"PrivacySuppressed",0.3609,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"1518",160445,NA,NA,NA,NA,0.7021,0.2128,0,0.0213,"0.6153846154","0.5593220339","0.6166666667",NA,NA,12623,NA,"12038",0.6584,"14300","14700","PrivacySuppressed"
"1519",160472,NA,NA,NA,NA,0.697,0.1212,0.0606,0.0303,"0.6097560976","PrivacySuppressed","PrivacySuppressed",NA,NA,12572,NA,"5500",0.6792,"14100","12400","12100"
"1520",160481,NA,NA,NA,NA,0.6382,0.2089,0.0128,0.0408,NA,NA,NA,NA,NA,NA,9305,"PrivacySuppressed",0.4964,"30000","22200","25100"
"1521",160524,NA,NA,NA,NA,0.3941,0.5206,0.0176,0.0206,"0.5219994014","0.405707196","0.4204379562",0.7416,NA,22291,NA,"9500",0.7638,"20200","17100","19600"
"1522",160579,NA,NA,NA,NA,0.6246,0.2715,0.0064,0.0199,"0.675","0.8058823529","0.7181818182",NA,NA,NA,7542,"3500",0.4211,"PrivacySuppressed","29500","28000"
"1523",160597,NA,NA,NA,NA,0,0.9798,0,0.0202,NA,NA,NA,NA,NA,9810,NA,"PrivacySuppressed",0.5873,"14500","16100","14400"
"1524",160612,0.3984,0.2727,0.2643,0.3651,0.6688,0.1643,0.0072,0.0697,"0.8842208109","0.8703898841","0.9069373942",0.8373,0.6209,NA,10022,"11125",0.3652,"34800","29600","33300"
"1525",160621,0.4,0,0.3241,0.25,0.0244,0.9382,0.0023,0.0076,"0.6387043189","0.6630067568","0.7712355212",0.5365,0.6982,NA,12106,"19750",0.6272,"33100","24100","28200"
"1526",160630,0,0,0.1142,NA,0.0223,0.8347,0.0036,0.0078,"0.5282485876","0.5772727273","0.7288135593",0.207,0.5556,NA,7711,"14250",0.6042,"29200","21300","25200"
"1527",160649,NA,NA,NA,NA,0.0779,0.8871,0.0048,0.0026,"0.4671532847","0.4270833333","0.5238095238",NA,NA,NA,8783,"8302.5",0.4692,"22000","22000","22300"
"1528",160658,0.5054,0.4348,0.4049,0.4524,0.6774,0.2121,0.0214,0.0323,"0.8849557522","0.8886576483","0.9125979506",0.558,0.763,NA,8588,"12075",0.331,"37300","31000","35200"
"1529",160667,NA,NA,NA,NA,0.5188,0.3532,0.0075,0.0258,NA,NA,NA,NA,NA,NA,7773,"PrivacySuppressed",0.3241,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"1530",160755,0.8452,0.85,0.5758,0.7255,0.7138,0.0898,0.0348,0.0603,"0.9113060429","0.950295858","0.9471210341",0.2795,0.9223,34740,NA,"21434",0.1542,"52900","42800","52100"
"1531",160904,0.2727,0.6182,0.4311,0.6667,0.0402,0.7713,0.1007,0.0259,"0.8052173913","0.8493449782","0.8520408163",0.6599,0.7077,20728,NA,"16750",0.5343,"46800","30400","41500"
"1532",160913,NA,NA,NA,NA,0.5786,0.3223,0.0118,0.0354,NA,NA,NA,NA,NA,NA,5418,"PrivacySuppressed",0.0705,NA,NA,NA
"1533",160940,0.1697,0,0.125,0.3333,0.881,0.0337,0.0079,0.0308,"0.5927071711","0.6192451265","0.7564181557",NA,0.4286,15971,NA,"10750",0.7368,"33400","25800","30900"
"1534",160959,0.75,0.5,NA,1,0.7041,0.0082,0.0247,0.0575,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",0.711,0.8058,17463,NA,"15334",0.3876,"26400","21500","21500"
"1535",160977,0.8834,0.913,0.8966,0.7667,0.7186,0.0479,0.0462,0.0677,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",0.2542,0.946,24944,NA,"15634",0.1167,"51600","38200","48400"
"1536",160995,NA,NA,NA,NA,0.934,0.0071,0.0047,0.0094,"0.5862068966","0.64","0.7064220183",NA,NA,12077,NA,"7621",0.6892,"25400","21200","20400"
"1537",161004,0.9615,0.973,0.8,0.8615,0.6366,0.049,0.0634,0.1274,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",0.1491,0.9779,19336,NA,"19000",0.1421,"55300","41200","49800"
"1538",161022,NA,NA,NA,NA,0.9719,0.0056,0.0056,0.0056,"0.9024390244","PrivacySuppressed","PrivacySuppressed",0.3333,NA,14339,NA,"12250",0.4089,"50700","46700","48300"
"1539",161077,NA,NA,NA,NA,0.8486,0.0569,0.0112,0.0244,"0.8289962825","0.8440860215","0.8757062147",NA,NA,NA,8966,"8425",0.5207,"32700","25900","29100"
"1540",161086,0.9204,0.878,0.8571,0.9231,0.601,0.0303,0.0558,0.0612,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",0.2805,0.9234,23566,NA,"18000",0.1203,"52300","41300","46300"
"1541",161138,NA,NA,NA,NA,0.8607,0.017,0.0117,0.0155,"0.8521126761","0.9083665339","0.9090909091",NA,NA,NA,9562,"7712",0.4762,"29900","25900","29900"
"1542",161165,0.4523,0,0.0811,0.2,0.894,0.0375,0.0061,0.0161,"0.9090909091","0.9118541033","0.9333333333",0.7195,0.7698,16414,NA,"18500",0.434,"36900","30300","33400"
"1543",161192,NA,NA,NA,NA,0.9399,0.0057,0.0057,0.0133,"0.84375","0.7956521739","0.8756756757",NA,NA,NA,8805,"8000",0.437,"30000","26400","26400"
"1544",161208,NA,NA,NA,NA,0.9744,0.0256,0,0,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,31674,NA,"9500",0.2771,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"1545",161217,0.1145,0,0,0,0.8617,0.0103,0.0046,0.0154,"0.7487352445","0.7971311475","0.8268292683",NA,0.4921,NA,10864,"11872",0.5623,"27300","22400","25000"
"1546",161226,0.5406,0.6,0.4444,0.75,0.8579,0.0196,0.0081,0.015,"0.9445471349","0.9458598726","0.9714964371",0.8455,0.7466,NA,15162,"19500",0.484,"33300","26200","30700"
"1547",161235,0.5055,0,0.5,NA,0.7437,0.0324,0.0063,0.0188,"0.8878504673","0.8932038835","PrivacySuppressed",0.7461,0.6423,NA,13349,"12500",0.3524,"31300","30800","30000"
"1548",161244,0.3516,NA,0,0,0.7753,0.0418,0.0087,0.0418,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,0.7606,NA,9623,"10814.5",0.3935,"27100","21300","23600"
"1549",161253,0.5991,0.6,0.4333,0.5,0.8176,0.0223,0.0147,0.0249,"0.9590243902","0.9555555556","0.971627099",0.8257,0.7683,NA,16731,"17236",0.3345,"39200","32100","36600"
"1550",161299,0.6966,NA,NA,NA,0.9486,0.0058,0.0068,0.0078,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",0.7863,0.7838,NA,20861,"27000",0.2857,"78800","73600","77700"
"1551",161341,0.406,NA,0,0.3333,0.7981,0.0142,0.0024,0.0142,"0.8368794326","0.9082568807","0.854368932",NA,0.5056,NA,10247,"9971",0.3998,"28400","23300","27600"
"1552",161457,0.5818,0.3333,0.3333,0.1429,0.7406,0.0144,0.0298,0.0014,"0.9478114478","0.9653061224","0.9463087248",0.8568,0.7952,31378,NA,"20225",0.2167,"44500","34300","41200"
"1553",161484,NA,NA,NA,NA,0.8801,0.0171,0.004,0.0184,"0.7170731707","0.7584541063","0.8360655738",NA,NA,NA,10680,"8250",0.4797,"28900","24800","25900"
"1554",161493,NA,NA,NA,NA,0.89,0.0309,0.0103,0.0069,"0.5761772853","0.512295082","0.630952381",NA,NA,13059,NA,"6961.5",0.7261,"16900","16000","15300"
"1555",161509,0.4556,0.3333,1,1,0.8195,0.0143,0.0214,0.057,"0.9","0.9130434783","PrivacySuppressed",0.9733,0.7476,28640,NA,"21500",0.381,"24900","19600","23000"
"1556",161518,0.6308,0.4,0.5,0.5,0.6103,0.0209,0.0099,0.0165,"0.9716494845","0.9432624113","0.95256917",0.7853,0.7697,25267,NA,"13100",0.2452,"39100","34500","36800"
"1557",161527,NA,NA,NA,NA,0.9417,0.0333,0.0167,0.0042,"0.8210116732","0.7784090909","0.8426666667",NA,NA,11614,NA,"6333",0.435,"21500","19700","22300"
"1558",161545,NA,NA,NA,NA,0.8221,0.0585,0.0218,0.0293,"0.8699839486","0.8585365854","0.9253731343",NA,NA,NA,11232,"6807.5",0.4425,"35400","26500","30500"
"1559",161554,0.3354,0.0588,0.1818,0.2857,0.8148,0.0327,0.0242,0.0209,"0.9373567609","0.9473684211","0.9543269231",0.8395,0.6522,NA,17048,"15362",0.3586,"37200","30200","34100"
"1560",161563,0.4416,1,0.125,0.6667,0.7521,0.0329,0.0024,0.0223,"0.9512195122","0.8913043478","0.9173553719",0.7428,0.6732,20045,NA,"16750",0.3174,"35300","29000","32600"
"1561",161572,0.6144,0,0.2,0.6667,0.9043,0.0103,0.0017,0.0239,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",0.931,0.7397,21556,NA,"19594",0.4394,"34800","26800","28300"
"1562",161581,NA,NA,NA,NA,0.7299,0.0096,0.0032,0.0096,"0.7586206897","PrivacySuppressed","0.7777777778",NA,NA,NA,6015,"5000",0.5292,"24500","21700","24600"
"1563",161615,NA,NA,NA,NA,0.1429,0.8214,0,0.0357,"0.3243243243","PrivacySuppressed","PrivacySuppressed",NA,NA,11809,NA,"6412.5",0.7222,"PrivacySuppressed","PrivacySuppressed","14100"
"1564",161651,NA,NA,NA,NA,0.093,0.4302,0.1395,0.2558,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,9013,NA,"5249.5",0.5833,"PrivacySuppressed","PrivacySuppressed","29800"
"1565",161688,NA,NA,NA,NA,0.8008,0.1308,0.0031,0.017,"0.7904191617","0.8474945534","0.8354978355",NA,NA,NA,9211,"8425",0.4782,"29300","24300","26200"
"1566",161767,NA,NA,NA,NA,0.5969,0.1795,0.0399,0.0624,"0.8233082707","0.8512195122","0.8739495798",NA,NA,NA,14358,"5921",0.2505,"36800","29400","33500"
"1567",161776,NA,NA,NA,NA,0.233,0.7249,0.0129,0.0194,"0.383161512","0.3276740238","0.4751491054",NA,NA,21418,NA,"9300",0.7667,"35600","20400","24000"
"1568",161800,NA,NA,NA,NA,0.5263,0.4286,0,0.0451,"0.358974359","0.4871794872","PrivacySuppressed",NA,NA,14280,NA,"6087",0.9218,"13300","14700","14800"
"1569",161855,NA,NA,NA,NA,0,0.9839,0,0.0161,"0.1627906977","0.3783783784","0.3896103896",NA,NA,10811,NA,"5500",0.9908,"15200","14500","14900"
"1570",161864,NA,NA,NA,NA,0.0597,0.8063,0.0222,0.0282,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,NA,6004,"PrivacySuppressed",0.5638,"29000","21800","25500"
"1571",161873,0.5435,0.4545,0.303,0.5,0.3383,0.4744,0.0444,0.052,"0.801369863","0.832967033","0.8787878788",0.6204,0.7881,NA,14180,"15000",0.4328,"56500","48700","50200"
"1572",162007,0.4545,0.4286,0.3311,0.2222,0.0239,0.8732,0.0134,0.0268,"0.6341463415","0.6578947368","PrivacySuppressed",0.5506,0.7408,NA,13231,"16375",0.4977,"46800","31600","39900"
"1573",162061,0.5,1,0.3684,0,0.4507,0.3103,0.0443,0.1059,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",0.705,0.7451,20045,NA,"17750",0.31,"64000","43900","58000"
"1574",162104,NA,NA,NA,NA,0.7824,0.095,0.0125,0.0479,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,NA,6849,"5767.5",0.3154,"32500","26800","28700"
"1575",162122,NA,NA,NA,NA,0.5724,0.2623,0.0269,0.0588,"0.8727272727","0.8421052632","0.85",NA,NA,NA,8266,"5500",0.2487,"35800","27900","33300"
"1576",162168,NA,NA,NA,NA,0.732,0.1655,0.0131,0.0363,NA,NA,NA,NA,NA,NA,6720,"PrivacySuppressed",0.3906,"28000","23400","23200"
"1577",162210,0.3333,1,0.381,0.4118,0.0987,0.5646,0.0684,0.119,"0.725","PrivacySuppressed","PrivacySuppressed",0.4492,0.5952,17040,NA,"24000",0.5727,"44500","34600","37800"
"1578",162283,NA,NA,0.1696,0.2,0.0147,0.8258,0.0019,0.0219,"0.6163265306","PrivacySuppressed","0.6341463415",0.4312,0.6856,NA,9363,"12803",0.6103,"35700","29600","32600"
"1579",162335,NA,NA,NA,NA,0.4242,0.5152,0,0.0152,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,22610,NA,"10743",0.7019,"17700","15600","19100"
"1580",162371,NA,NA,NA,NA,0.3548,0.6272,0.0054,0.0054,"0.3253012048","0.2931323283","0.4550561798",NA,NA,17692,NA,"7317",0.9416,"33200","25300","30300"
"1581",162557,NA,NA,NA,NA,0.666,0.1397,0.0469,0.1006,"0.9160305344","0.8505747126","0.8936170213",NA,NA,NA,5683,"5500",0.2367,"35400","29900","33100"
"1582",162584,0.513,0.375,0.4414,0.3793,0.5723,0.2957,0.017,0.0489,"0.8880903491","0.8905817175","0.92272203",0.5851,0.748,NA,17755,"15020",0.3653,"43500","30800","37400"
"1583",162609,NA,NA,NA,NA,0.636,0.2739,0.0018,0.0276,"PrivacySuppressed","0.6862745098","PrivacySuppressed",NA,NA,NA,6592,"6500",0.5826,"27200","21500","24900"
"1584",162654,0.6444,0.5,0.6071,0.5882,0.6712,0.1012,0.0342,0.0848,"0.9421768707","PrivacySuppressed","PrivacySuppressed",0.7569,0.7681,27682,NA,"19000",0.2483,"46000","28000","39800"
"1585",162681,0.4256,1,0.2308,0.2857,0.7459,0.1745,0.0082,0.0316,"0.5927071711","0.6192451265","0.7564181557",NA,1,23803,NA,"10750",0.7373,"33400","25800","30900"
"1586",162690,NA,NA,NA,NA,0.7496,0.1102,0.0175,0.0566,"0.7893081761","0.845410628","0.8387096774",NA,NA,NA,7724,"5500",0.3637,"33300","25400","29900"
"1587",162706,NA,NA,NA,NA,0.7125,0.1633,0.0216,0.0478,"0.8539325843","PrivacySuppressed","PrivacySuppressed",NA,NA,NA,2592,"4500",0.2749,"34700","26700","30100"
"1588",162760,0.7318,0.625,0.5714,0.7059,0.6534,0.1293,0.0353,0.0782,"0.9327146172","0.925058548","0.9396226415",0.8069,0.7616,23343,NA,"22947.5",0.353,"42300","34100","38900"
"1589",162779,NA,NA,NA,NA,0.3819,0.2921,0.1139,0.0927,"0.8265895954","0.8245614035","0.8493150685",NA,NA,NA,7789,"6500",0.2602,"36200","29200","35700"
"1590",162830,NA,NA,NA,NA,0.6667,0.1818,0.0455,0.0303,"0.7142857143","PrivacySuppressed","PrivacySuppressed",NA,NA,14511,NA,"9833",0.6632,"PrivacySuppressed","17100","17100"
"1591",162928,0.9423,0.952,0.8571,0.9298,0.4516,0.0533,0.204,0.1177,"0.9615040286","0.9556898288","0.9748148148",0.1608,0.9668,29911,NA,"16000",0.1277,"65900","60900","64600"
"1592",162982,NA,NA,NA,NA,0.5556,0.2222,0.0476,0.1111,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",0.8947,NA,22319,NA,"19656",0.25,"38500","35800","40000"
"1593",163028,NA,NA,NA,NA,0.2133,0.4977,0.0634,0.1391,"0.5530596437","0.5428571429","0.6548571429",NA,NA,24370,NA,"11227.5",0.6022,"35400","29900","33900"
"1594",163046,0.8393,0.7255,0.7209,0.6939,0.7875,0.0507,0.033,0.094,"0.9686684073","0.9699624531","PrivacySuppressed",0.5963,0.8659,32584,NA,"26000",0.1426,"63000","46000","56700"
"1595",163107,NA,NA,NA,NA,0.0769,0.6923,0,0.0385,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,11490,NA,"3557",0.8974,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"1596",163204,0.0357,0.1667,0.0784,0.125,0.4231,0.2701,0.0442,0.1101,"PrivacySuppressed","0.8372093023","0.8934010152",NA,0.2759,NA,10558,"9500",0.2485,"49900","40900","45800"
"1597",163259,NA,NA,NA,NA,0.5738,0.1578,0.1374,0.0394,"PrivacySuppressed","PrivacySuppressed","0.9551569507",NA,NA,NA,NA,"14500",0.2038,"80700","70700","79200"
"1598",163268,0.6344,0.6092,0.5885,0.4667,0.442,0.1645,0.2006,0.0594,"0.9352989353","0.960456942","0.96277666",0.5961,0.8905,NA,17657,"17175",0.2742,"53700","38900","45800"
"1599",163286,0.8653,0.8843,0.7743,0.7986,0.5251,0.1275,0.1597,0.0929,"0.9578041786","0.9613624809","0.9738598443",0.4793,0.9571,NA,15817,"16883",0.1964,"60500","45200","53100"
"1600",163295,0.7311,0.6818,0.7,0.8,0.5218,0.0572,0.1243,0.064,"0.9326086957","0.9350961538","0.9574468085",0.5416,0.8775,37747,NA,"24000",0.2511,"32400","27000","29200"
"1601",163338,0.3784,0.2,0.3673,0.1,0.1017,0.7367,0.0096,0.0212,"0.6080508475","0.6902654867","0.7470355731",0.6127,0.7285,NA,14249,"16000",0.5353,"36700","25400","31300"
"1602",163347,NA,NA,NA,NA,0.235,0.7107,0.0083,0.0348,"0.5","0.5040615648","0.5153181461",NA,NA,17215,NA,"10157.5",0.7236,"26900","23300","25100"
"1603",163408,NA,NA,NA,NA,0.0339,0.7966,0,0.1695,"0.6176470588","0.59375","0.5538461538",NA,NA,13169,NA,"5061",1,"17700","14100","15400"
"1604",163426,NA,NA,NA,NA,0.2783,0.263,0.1144,0.2187,"0.8133333333","0.8607594937","0.8801843318",NA,NA,NA,8381,"6000",0.3254,"40700","30100","34900"
"1605",163453,0.0714,0.4286,0.3231,0.1429,0.0204,0.8473,0.0112,0.0332,"0.5459387483","0.6038374718","0.7372400756",0.6525,0.7528,NA,15926,"22177.5",0.5718,"38600","27400","33100"
"1606",163462,0.6462,0.7333,0.5946,0.6087,0.711,0.1052,0.0233,0.0936,"PrivacySuppressed","0.9591836735","PrivacySuppressed",0.6687,0.7949,28771,NA,"19250",0.2252,"49900","39700","46900"
"1607",163532,0.4043,NA,NA,NA,0.9279,0,0,0,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",0.7794,0.85,6101,NA,"PrivacySuppressed",0.2382,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"1608",163541,NA,NA,NA,NA,0,0.994,0,0.004,"0.3803680982","PrivacySuppressed","0.2941176471",NA,NA,14767,NA,"6176",0.9756,"15200","14000","14500"
"1609",163578,0.6296,0.3333,0.5405,0.5,0.5681,0.2732,0.0598,0.0572,"0.8338870432","0.8757961783","0.9420289855",0.4946,0.8462,15831,NA,"21797",0.2828,"47500","37500","45600"
"1610",163657,NA,NA,NA,NA,0.0519,0.7252,0.0344,0.0998,"PrivacySuppressed","0.8630136986","0.88",NA,NA,NA,6168,"3500",0.3814,"40100","30500","34800"
"1611",163736,NA,NA,NA,NA,0.2724,0.6545,0.011,0.0366,"0.2797427653","0.236818588","0.3674242424",NA,NA,21440,NA,"8896",0.7377,"33800","20200","24300"
