"","UNITID","C150_4_WHITE","C150_4_ASIAN","C150_4_BLACK","C150_4_HISP","UGDS_WHITE","UGDS_BLACK","UGDS_ASIAN","UGDS_HISP","COMPL_RPY_3YR_RT","COMPL_RPY_5YR_RT","COMPL_RPY_7YR_RT","ADM_RATE","RET_FT4","NPT4_PRIV","NPT4_PUB","DEBT_MDN","PCTPELL","MD_EARN_WNE_P10","MD_EARN_WNE_P6","MD_EARN_WNE_P8"
"4320",247700,0,NA,0,0,0.5832,0.295,0.0051,0.0446,"0.7005649718","0.7439446367","0.829846583",NA,1,16266,NA,"12283.5",0.7852,"36100","27100","31100"
"4321",247773,0.2105,NA,NA,NA,1,0,0,0,NA,NA,NA,0.8333,1,6164,NA,"PrivacySuppressed",0.4483,NA,NA,NA
"4322",247825,NA,NA,NA,NA,0.1765,0.6471,0,0.1765,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,NA,NA,"PrivacySuppressed",0.6071,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"4323",247834,NA,NA,NA,NA,0.5063,0.1313,0.0858,0.1937,"0.7192982456","PrivacySuppressed","0.8139534884",NA,NA,NA,6210,"5685",0.2175,"36200","29500","32300"
"4324",247940,NA,NA,NA,NA,0.9067,0.0392,0.0086,0.0143,"0.7180156658","0.7881355932","0.8275862069",NA,NA,NA,6722,"5224.5",0.4839,"26400","23400","23900"
"4325",248165,NA,NA,NA,NA,0.6029,0.3971,0,0,NA,NA,NA,NA,NA,9476,NA,"PrivacySuppressed",0.4444,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"4326",248192,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,5970,NA,"PrivacySuppressed",0.4138,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"4327",248305,NA,NA,NA,NA,0.5339,0.339,0.0339,0.0339,"0.6494845361","0.6587301587","0.68",NA,NA,12191,NA,"7350",0.7789,"16400","16500","17200"
"4328",248314,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,7278,NA,"5750",0.6901,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"4329",248527,NA,NA,NA,NA,0.5652,0.4348,0,0,NA,NA,NA,NA,NA,6129,NA,"PrivacySuppressed",1,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"4330",248606,NA,NA,NA,NA,0.6121,0.0467,0.0164,0.1098,"PrivacySuppressed","PrivacySuppressed","0.6388888889",0.6389,NA,NA,1767,"PrivacySuppressed",0.1717,"25000","26900","28700"
"4331",248624,NA,NA,NA,NA,0.9492,0.0339,0,0.0169,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,NA,9383,"8770",0.6475,"29800","33200","40900"
"4332",248633,NA,NA,NA,NA,0.8621,0.0517,0.0172,0.0172,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",NA,NA,NA,18634,"9500",0.5397,"37000","42300","39700"
"4333",248660,NA,NA,NA,NA,0.8649,0.1014,0.0068,0.0135,"PrivacySuppressed",NA,NA,NA,NA,11705,NA,"11331",0.6931,"PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"4334",248703,NA,NA,NA,NA,0.4167,0.1667,0.0083,0.3167,"0.49375","0.6","0.6818181818",NA,NA,17414,NA,"7917",0.7228,"24100","18300","17500"
"4335",248846,NA,NA,NA,NA,0.3732,0.0352,0.0775,0.3732,"0.9044404973","0.8705975465","0.8916704597",0.5867,NA,34525,NA,"12000",0.426,"35400","29400","32400"
"4336",248882,NA,NA,NA,0.5,0.3494,0.0483,0.0114,0.3665,"0.7005649718","0.7439446367","0.829846583",NA,NA,NA,NA,"12283.5",0.7103,"36100","27100","31100"
"4337",248925,NA,NA,NA,NA,0.5012,0.352,0.0336,0.0721,"0.5127272727","0.5732484076","0.623853211",NA,NA,NA,6782,"PrivacySuppressed",0.5104,"27000","23800","24800"
"4338",248934,0.4348,0.4138,0.3474,0.4815,0.3974,0.4179,0.0317,0.0836,"0.6462826334","0.6157377049","0.7064835516",0.7949,0.5586,19290,NA,"13884",0.4346,"37000","27700","30500"
"4339",249140,NA,NA,NA,NA,0.0478,0.2869,0.0837,0.5378,"0.6141678129","0.6506203474","0.6806629834",NA,NA,27632,NA,"8750",0.633,"44700","26100","33100"
"4340",249238,NA,NA,NA,NA,0.4268,0.189,0.0488,0.2988,"0.7438423645","0.7009345794","PrivacySuppressed",NA,NA,17915,NA,"9833",0.5758,"15600","13800","16000"
"4341",249566,NA,NA,NA,NA,0.7301,0.2478,0,0.0221,"0.6448275862","0.5245901639","0.5344129555",0.5507,NA,7315,NA,"5066",0.6356,"31900","31100","29900"
